"spelling","lexicality","rt","subtlex.frequency","length","POS","bigram.freq"
"stuurhut","W",752.0952381,10,8,"N",155545
"stuurloos","W",589.1842105,52,9,"ADJ",194039
"stuurlui","W",707.65625,3,8,"N",141347
"stuurman","W",622.2631579,145,8,"N",239707
"stuurs","W",739.1875,4,6,"ADJ",162925
"stuurt","W",601.3243243,1426,6,"WW",157784
"stuurtje","W",686.1481481,1,8,"N",207789
"stuurwiel","W",680.0857143,17,9,"N",214778
"stuwkracht","W",698.90625,18,10,"N",231530
"stuwmeer","W",761.3043478,15,8,"N",305501
"subject","W",580.1578947,45,7,"N",93353
"subliem","W",627.4594595,48,7,"ADJ",118772
"substraat","W",757.9047619,2,9,"N",221681
"subtiel","W",606.5526316,249,7,"ADJ",159606
"succes","W",552.2162162,4532,6,"N",102089
"suf","W",642.8571429,200,3,"ADJ",41592
"sufferd","W",650.7567568,268,7,"N",217891
"sufferds","W",702.2258065,47,8,"N",229364
"suiker","W",588.6578947,954,6,"N",236832
"suikers","W",704.4857143,3,7,"N",266006
"suite","W",722.3448276,394,5,"N",213773
"suites","W",775.9130435,25,6,"N",206068
"suizen","W",765.85,21,6,"WW",291511
"sukkel","W",614.7368421,1794,6,"N",133873
"sukkels","W",637.8611111,601,7,"N",164447
"sultan","W",700.0540541,180,6,"N",170658
"sultans","W",682.8529412,9,7,"N",141974
"summier","W",726.6470588,2,7,"ADJ",232953
"summum","W",765.3333333,5,6,"N",51898
"super","W",549.6578947,930,5,"ADJ",202665
"suppoost","W",719.1818182,3,8,"N",172797
"surf","W",583.3235294,56,4,"WW",52622
"surfen","W",573.5384615,223,6,"WW",274093
"surfer","W",630.0789474,58,6,"N",199068
"surfers","W",630.2972973,38,7,"N",228242
"surfplank","W",662.4722222,36,9,"N",126589
"sussen","W",666,67,6,"WW",287773
"suste","W",733.1153846,4,5,"WW",234109
"sweater","W",652.6571429,68,7,"N",286797
"sweaters","W",733.9655172,16,8,"N",315971
"symbool","W",553.6842105,605,7,"N",92841
"symptoom","W",634.6842105,74,8,"N",102162
"synchroon","W",757.1333333,21,9,"ADJ",236052
"syndroom","W",607.7179487,140,8,"N",159008
"systeem","W",557.1081081,2004,7,"N",212511
"taai","W",570.5263158,395,4,"ADJ",68934
"taaie","W",605.25,171,5,"ADJ",170616
"taak","W",547.0769231,1864,4,"N",82120
"taal","W",543.2162162,1587,4,"N",90400
"taaltje","W",635.3571429,42,7,"N",171228
"taart","W",549.6842105,1371,5,"N",137727
"taarten","W",600.0789474,146,7,"N",395528
"taartje","W",631.7941176,17,7,"N",187732
"taartjes","W",589.7894737,33,8,"N",180027
"tabak","W",579.0540541,230,5,"N",57822
"tabel","W",606.5945946,16,5,"N",113181
"tableau","W",718.3333333,3,7,"N",73050
"tablet","W",619.5405405,100,6,"N",120474
"taboe","W",551.1282051,59,5,"N",132063
"taboes","W",625.9722222,11,6,"N",124358
"tact","W",605.8378378,62,4,"N",77163
"tactiek","W",644,212,7,"N",129231
"tactisch","W",683.4594595,69,8,"ADJ",153511
"tactvol","W",665.3783784,56,7,"ADJ",76862
"tafel","W",509.5526316,3647,5,"N",107854
"tafels","W",548.5384615,223,6,"N",138428
"taille","W",652,40,6,"N",146113
"tak","W",585.2368421,371,3,"N",45188
"taken","W",670.2857143,230,5,"N",286508
"takes","W",817.5,10,5,"N",124495
"takje","W",575.1842105,21,5,"N",117030
"takjes","W",562.2162162,17,6,"N",109325
"takken","W",559.5,160,6,"N",293887
"tal","W",621.0588235,9,3,"N",53468
"talen","W",613.6857143,288,5,"N",297349
"talent","W",581.6666667,1566,6,"N",274283
"talrijk","W",598.4166667,36,7,"ADJ",116287
"tam","W",674.5945946,72,3,"ADJ",42013
"tamme","W",634,24,5,"ADJ",130438
"tand","W",583,353,4,"N",141126
"tandarts","W",533.1282051,634,8,"N",199509
"tandem","W",656.5588235,7,6,"N",198894
"tanden","W",624.7837838,1862,6,"N",405558
"tandje","W",572.4473684,21,6,"N",191145
"tandjes","W",605.8421053,42,7,"N",183440
"tandvlees","W",568.5789474,52,9,"N",243501
"tang","W",610.6571429,188,4,"N",106327
"tangen","W",634,13,6,"N",372215
"tango","W",600.4473684,250,5,"N",95496
"tango's","W",640.4864865,3,7,"N",129673
"tank","W",549.8684211,842,4,"N",78112
"tanken","W",562.3888889,219,6,"WW",319432
"tanker","W",652.75,71,6,"N",244407
"tankers","W",726.75,22,7,"N",273581
"tanks","W",627.3947368,402,5,"N",108429
"tante","W",551.2571429,2726,5,"N",220341
"tantes","W",714.6,145,6,"N",212636
"tap","W",662.1333333,79,3,"N",39853
"tape","W",638.9166667,752,4,"N",122173
"tapes","W",667.2903226,176,5,"N",114468
"tapijt","W",576.8717949,471,6,"N",104405
"tapir","W",680.625,7,5,"N",68188
"tapirs","W",663,1,6,"N",97362
"tappen","W",665.5294118,51,6,"WW",281742
"tarief","W",575,82,6,"N",127452
"tarot","W",706.6956522,28,5,"N",117886
"tarwe","W",614.0769231,61,5,"N",136724
"tas","W",567.7837838,2552,3,"N",71254
"tasje","W",600.8421053,204,5,"N",118188
"tasjes","W",644.8684211,19,6,"N",110483
"tassen","W",583.0526316,328,6,"N",286111
"tast","W",596.1621622,236,4,"WW",128954
"tastbaar","W",617.7179487,33,8,"ADJ",192004
"tasten","W",583.1794872,68,6,"WW",386755
"tastend","W",607.9428571,2,7,"WW",387967
"tastte","W",659.8684211,6,6,"WW",240382
"tastzin","W",605.1111111,3,7,"N",221304
"taxi","W",567.8717949,2223,4,"N",29189
"taxi's","W",585.2631579,129,6,"N",62673
"team","W",574.027027,4998,4,"N",101348
"teams","W",622.0810811,425,5,"N",132148
"techniek","W",579.2564103,579,8,"N",201717
"technisch","W",589.027027,632,9,"ADJ",225997
"teckel","W",822.1764706,10,6,"N",180053
"teckels","W",779.25,5,7,"N",210627
"teder","W",597.7837838,121,5,"ADJ",318190
"teef","W",560.3947368,1065,4,"N",132018
"teefje","W",613.7105263,12,6,"N",205209
"teefjes","W",696.4615385,9,7,"N",197504
"teek","W",713.2,38,4,"N",144934
"teelt","W",608.4473684,8,5,"N",212053
"teen","W",578.3611111,323,4,"N",342207
"teentje","W",619.0285714,6,7,"N",369146
"teentjes","W",635.0540541,23,8,"N",361441
"teer","W",606.3428571,146,4,"ADJ",267182
"teevee","W",747.1666667,7,6,"N",264420
"tegel","W",598.9210526,25,5,"N",218579
"tegels","W",574.7105263,63,6,"N",249153
"tehuis","W",654.2647059,237,6,"N",167312
"teil","W",645.5,6,4,"N",117728
"teiltje","W",716.0416667,4,7,"N",198556
"teint","W",750.173913,23,5,"N",196951
"teken","W",614.1111111,3339,5,"N",350480
"tekens","W",622.0294118,335,6,"N",321796
"tekent","W",631.8421053,388,6,"WW",327414
"tekort","W",591.3243243,488,6,"N",183507
"tekst","W",554.9189189,872,5,"N",197177
"teksten","W",595.2051282,228,7,"N",454978
"tekstje","W",644.5,4,7,"N",247182
"tel","W",571.0277778,1090,3,"WW",145456
"telde","W",596.3783784,106,5,"WW",287193
"telden","W",665.5,18,6,"WW",441501
"telex","W",698.2307692,26,5,"N",169045
"telg","W",669.0322581,18,4,"N",152672
"telgen","W",698.76,2,6,"N",418560
"tellen","W",555.0769231,1196,6,"WW",397392
"teller","W",570.3333333,103,6,"N",322367
"tellers","W",609.25,14,7,"N",351541
"telling","W",683.9166667,60,7,"N",257292
"telt","W",545.2424242,1229,4,"WW",176279
"temmen","W",687.6571429,104,6,"WW",342502
"tempel","W",606.9722222,641,6,"N",180520
"tempels","W",598.972973,56,7,"N",211094
"tempo","W",596.9487179,515,5,"N",108288
"tendens","W",645.8918919,13,7,"N",543393
"tenen","W",594.974359,539,5,"N",470385
"teneur","W",703.4,5,6,"N",292515
"tenger","W",727.9310345,21,6,"ADJ",463709
"tennis","W",556.6052632,203,6,"N",299207
"tenor","W",652.5714286,39,5,"N",284354
"tent","W",561.2820513,1790,4,"N",283367
"tenten","W",605.5428571,167,6,"N",541168
"tentjes","W",673.09375,4,7,"N",325667
"tepel","W",556.4358974,88,5,"N",173808
"tepels","W",570.6923077,223,6,"N",204382
"tere","W",748.9166667,49,4,"ADJ",320113
"terecht","W",612.7105263,1963,7,"ADJ",348268
"tergend","W",746.125,1,7,"WW",493991
"tering","W",706,487,6,"N",321482
"terloops","W",656.0857143,26,8,"ADJ",303201
"term","W",584.0277778,298,4,"N",217756
"termen","W",629.5405405,108,6,"N",456080
"termiet","W",743.0384615,14,7,"N",309962
"termijn","W",563.8333333,275,7,"N",330272
"terras","W",537.7692308,140,6,"N",277644
"terrein","W",567.5945946,1183,7,"N",391026
"terreur","W",604.4166667,136,7,"N",299572
"tersluiks","W",694.5,1,9,"ADJ",306250
"test","W",516.9444444,1887,4,"N",202120
"testen","W",604.8055556,1187,6,"WW",459921
"tests","W",614.1142857,368,5,"N",211421
"teug","W",725.137931,38,4,"N",111228
"teugel","W",632.6756757,11,6,"N",216139
"teugels","W",567.8974359,76,7,"N",246713
"teugen","W",728.7083333,23,6,"N",377116
"teugje","W",659.7878788,8,6,"N",175151
"teugjes","W",696.3548387,1,7,"N",167446
"teven","W",717.5,50,5,"N",347180
"textiel","W",589.1315789,36,7,"N",209196
"textuur","W",654.1621622,10,7,"N",130900
"thee","W",524.2820513,2571,4,"N",138240
"theedoek","W",682.9428571,16,8,"N",143104
"theeën","W",630,2,6,"N",148031
"theepot","W",622.1621622,37,7,"N",129530
"thema","W",545.5135135,233,5,"N",59987
"thema's","W",558.4324324,29,7,"N",92502
"these","W",788.65,8,5,"N",146677
"thuisfront","W",665.5428571,27,10,"N",174833
"thuiskomst","W",567.6756757,79,10,"N",181802
"thuisland","W",695.15625,61,9,"N",207189
"tic","W",670.125,51,3,"N",47828
"ticket","W",570.5641026,513,6,"N",128443
"tickets","W",548.5897436,341,7,"N",137744
"tics","W",709.1481481,4,4,"N",81059
"tiener","W",563.4473684,368,6,"N",386900
"tieners","W",603.2631579,315,7,"N",416074
"tiental","W",570.4871795,51,7,"N",279743
"tientje","W",731.5882353,45,7,"N",324912
"tientjes","W",749.7083333,9,8,"N",317207
"tierde","W",732.7741935,3,6,"WW",360049
"tieren","W",614.0625,21,6,"WW",465961
"tierend","W",629.1935484,2,7,"WW",467173
"tiet","W",671.1153846,102,4,"N",129022
"tieten","W",649.7142857,1070,6,"N",386823
"tij","W",664.6470588,135,3,"N",70373
"tijd","W",509.6315789,39289,4,"N",100966
"tijde","W",666.6875,81,5,"N",211090
"tijden","W",605.4864865,2140,6,"N",365398
"tijdgeest","W",632.9677419,6,9,"N",284923
"tijdig","W",625.6315789,43,6,"ADJ",120939
"tijdje","W",576.1282051,2809,6,"N",150985
"tijdloos","W",625.0769231,46,8,"ADJ",153788
"tijdperk","W",570.8717949,379,8,"N",229247
"tijds","W",585.5217391,36,5,"N",112439
"tijdschrift","W",633.0769231,423,11,"N",212412
"tijdsduur","W",636.6842105,8,9,"N",122784
"tijdstip","W",573.6578947,472,8,"N",170513
"tijdvak","W",604.0333333,3,7,"N",96887
"tijger","W",594.4615385,511,6,"N",275414
"tijgers","W",557.1621622,127,7,"N",304588
"tijm","W",639.7105263,18,4,"N",73832
"tik","W",592.2432432,298,3,"N",54508
"tikje","W",555.3157895,188,5,"N",126350
"tikjes","W",594.9189189,4,6,"N",118645
"tikken","W",575.2051282,121,6,"WW",303207
"tikkend","W",640.8611111,4,7,"WW",304419
"tikker","W",685.6756757,8,6,"N",228182
"tikt","W",584,168,4,"WW",89429
"tikte","W",583.3428571,31,5,"WW",192922
"tikten","W",618.0540541,2,6,"WW",347230
"tilde","W",628.0540541,63,5,"WW",200203
"tilden","W",712.5625,10,6,"WW",354511
"tillen","W",636.6315789,225,6,"WW",310402
"tilt","W",667.5294118,117,4,"WW",89289
"timbre","W",712.3846154,9,6,"N",166251
"timing","W",640.1891892,491,6,"N",139894
"timmer","W",676.1666667,32,6,"WW",217250
"tinnen","W",699.2222222,49,6,"ADJ",329967
"tint","W",613.4864865,28,4,"N",137689
"tinten","W",704.5641026,19,6,"N",395490
"tip","W",575.2162162,711,3,"N",49006
"tippen","W",694.0909091,112,6,"WW",290895
"tips","W",562.5,223,4,"N",80273
"tiran","W",641.7105263,151,5,"N",179934
"titel","W",534.1052632,797,5,"N",191075
"titels","W",570.2631579,88,6,"N",221649
"tja","W",687.952381,666,3,"N",24895
"tjonge","W",669,432,6,"ADJ",206456
"tobbe","W",591.75,20,5,"N",120878
"tobben","W",715.2758621,24,6,"WW",275186
"tocht","W",565.0526316,417,5,"N",120159
"tochten","W",608.6060606,28,7,"N",377960
"tochtje","W",603.3684211,102,7,"N",170164
"tochtjes","W",592.1891892,7,8,"N",162459
"toedoen","W",722.0294118,99,7,"N",322166
"toedracht","W",773.7878788,20,9,"N",198920
"toegaan","W",564.1428571,58,7,"WW",221438
"toegang","W",560.9230769,1437,7,"N",150919
"toegift","W",672.4827586,27,7,"N",111669
"toekans","W",833.6,1,7,"N",161301
"toekomst","W",557.3421053,4524,8,"N",183812
"toeloop","W",666.75,6,7,"N",165863
"toer","W",623.7647059,88,4,"N",199312
"toeren","W",658.9722222,160,6,"N",442325
"toerist","W",552.0789474,171,7,"N",314914
"toertje","W",708.0666667,6,7,"N",273350
"toeslaan","W",639.2820513,249,8,"WW",257307
"toespraak","W",594.1025641,540,9,"N",179470
"toestaan","W",616.5128205,569,8,"WW",298238
"toestand","W",575.5384615,1228,8,"N",262518
"toestel","W",590.5789474,714,7,"N",266848
"toeter","W",643.1315789,94,6,"N",288162
"toeters","W",690.3235294,30,7,"N",317336
"toetje","W",630.7567568,290,6,"N",155391
"toetjes","W",688.3666667,32,7,"N",147686
"toets","W",614.025641,225,5,"N",114687
"toetsen","W",572.8421053,108,7,"N",320911
"toetsjes","W",823.5416667,1,8,"N",153916
"toetssteen","W",808.7619048,3,10,"N",474595
"toeval","W",551.2307692,1301,6,"N",93429
"toevloed","W",715.5,11,8,"N",148578
"toevlucht","W",599.1025641,82,9,"N",161852
"toevoer","W",630.1764706,40,7,"N",243469
"toezicht","W",568.7692308,350,8,"N",158604
"toezien","W",644.75,119,7,"WW",319933
"toffee","W",659.516129,43,6,"N",143983
"toffees","W",699.4137931,14,7,"N",136278
"toga","W",634.4358974,64,4,"N",42900
"toga's","W",657.5882353,6,6,"N",75415
"toilet","W",561.2894737,1727,6,"N",122703
"tol","W",598.9444444,164,3,"N",49094
"tolde","W",619.1071429,9,5,"WW",190831
"tolden","W",739.4166667,5,6,"WW",345139
"tolk","W",584.4358974,140,4,"N",50225
"tolken","W",640.6486486,12,6,"N",291545
"tollen","W",583.0625,33,6,"WW",301030
"tomaat","W",591.0263158,130,6,"N",142959
"tombe","W",656.9615385,176,5,"N",131864
"tomben","W",697.6428571,4,6,"N",286172
"tombes","W",767.625,14,6,"N",124159
"tomen","W",778.0833333,9,5,"WW",284236
"ton","W",578.3142857,600,3,"N",135288
"toneel","W",548.1315789,560,6,"N",174037
"tonen","W",547.7631579,1620,5,"WW",299240
"tong","W",523.2051282,1395,4,"N",101701
"tongen","W",589.1842105,113,6,"N",367589
"tonic","W",667.6666667,84,5,"N",75634
"tonics","W",720.6111111,1,6,"N",108865
"tonijn","W",565.4117647,221,6,"N",177138
"tonnen","W",663.7352941,107,6,"N",304500
"toog","W",610.3157895,21,4,"N",76542
"toon","W",537.5,1516,4,"N",162133
"toonbank","W",638.75,102,8,"N",147952
"toonbeeld","W",593.7631579,51,9,"N",237774
"toonde","W",599.4358974,299,6,"WW",273469
"toonden","W",625.5833333,55,7,"WW",427777
"toonder","W",703.0434783,22,7,"N",352752
"toont","W",676.1388889,599,5,"WW",139067
"toontje","W",634.6285714,60,7,"N",189072
"toontjes","W",658.5454545,1,8,"N",181367
"toorn","W",621.2857143,147,5,"N",160372
"toorts","W",767.2173913,59,6,"N",138157
"toortsen","W",731.1666667,18,8,"N",344381
"toost","W",689.5806452,253,5,"N",152035
"toosten","W",715.72,80,7,"WW",409836
"top","W",573.9444444,1590,3,"N",47728
"topaas","W",749.1666667,5,6,"N",131911
"topje","W",577.9210526,169,5,"N",121992
"topjes","W",642.3421053,25,6,"N",114287
"toppen","W",727.0714286,31,6,"N",289617
"toppunt","W",559.4736842,102,7,"N",109224
"topsport","W",707.9714286,2,8,"N",139296
"toren","W",595.6410256,840,5,"N",320991
"torens","W",613.7058824,117,6,"N",292307
"torren","W",694.8461538,19,6,"N",324012
"totaal","W",527.1025641,2128,6,"ADJ",112587
"totem","W",663.0285714,42,5,"N",121956
"totems","W",732,8,6,"N",152756
"tour","W",655.65625,165,4,"N",70802
"tournee","W",613.1052632,264,7,"N",171769
"tournees","W",711.32,14,8,"N",164064
"touw","W",577.4736842,1148,4,"N",42700
"touwen","W",633.6285714,276,6,"N",278433
"touwtje","W",571.974359,87,7,"N",126934
"touwtjes","W",593.1944444,214,8,"N",119229
"traag","W",550.2051282,428,5,"ADJ",113227
"traagheid","W",627.9230769,21,9,"N",173613
"traan","W",537.2894737,115,5,"N",201941
"traangas","W",674.2647059,90,8,"N",202628
"traantje","W",585.2307692,14,8,"N",228880
"traantjes","W",630.1538462,6,9,"N",221175
"tracht","W",568.1111111,69,6,"WW",152280
"trachten","W",626.1538462,57,8,"WW",410081
"trachtte","W",632.8108108,24,8,"WW",263708
"trachtten","W",619.7352941,8,9,"WW",418016
"tractor","W",609.5,105,7,"N",131604
"tractors","W",618.0540541,21,8,"N",160778
"trad","W",670.8518519,85,4,"WW",89803
"traden","W",760.7407407,30,6,"WW",354235
"trage","W",630.8181818,99,5,"ADJ",187875
"trager","W",614.1351351,154,6,"ADJ",267158
"tragiek","W",697.0357143,17,7,"N",126192
"tragisch","W",584.0285714,368,8,"ADJ",150472
"trailer","W",642.8461538,168,7,"N",242436
"trailers","W",677.027027,11,8,"N",271610
"train","W",593.8235294,231,5,"WW",175869
"trainen","W",559.4736842,809,7,"WW",339821
"trainer","W",567.7692308,356,7,"N",264796
"trainers","W",603.6410256,48,8,"N",293970
"training","W",597.8205128,895,8,"N",195555
"traject","W",576.3055556,47,7,"N",109566
"tralie","W",600.7096774,1,6,"N",198841
"tralies","W",621.1025641,312,7,"N",191136
"tram","W",543.2972973,79,4,"N",67108
"trams","W",659.7222222,8,5,"N",97908
"trance","W",631.2702703,149,6,"N",161757
"trances","W",735.0967742,1,7,"N",154052
"tranen","W",542.3589744,884,6,"N",328961
"transport","W",586.6666667,404,9,"N",196626
"trant","W",723.2307692,23,5,"N",141943
"trap","W",548.1052632,2286,4,"N",64948
"trapgat","W",682,3,7,"N",119275
"trapje","W",576.0512821,43,6,"N",139212
"trappen","W",582.3513514,810,7,"WW",306837
"trapt","W",576,281,5,"WW",99119
"trapte","W",612.9459459,201,6,"WW",202612
"trapten","W",647.2702703,47,7,"WW",356920
"trauma","W",596.0810811,239,6,"N",72842
"trauma's","W",638.5135135,27,8,"N",105357
"trechter","W",665.027027,23,8,"N",352770
"tred","W",778.1428571,25,4,"N",118497
"trede","W",641.6756757,38,5,"N",228621
"treden","W",566.6486486,463,6,"WW",382929
"treedt","W",648.5588235,180,6,"WW",160878
"treeplank","W",675.6666667,3,9,"N",197839
"treetje","W",805.4,5,7,"N",212975
"treffen","W",598.9736842,572,7,"WW",310305
"treffend","W",573.5128205,26,8,"ADJ",311517
"treft","W",569.5135135,263,5,"WW",117633
"trefwoord","W",591.8205128,3,9,"N",187453
"trein","W",543.1538462,3199,5,"N",209731
"treinen","W",617.2051282,277,7,"N",373683
"treinreis","W",711.8125,18,9,"N",249254
"treintje","W",601.6666667,19,8,"N",236670
"treintjes","W",648.5882353,12,9,"N",228965
"trek","W",535,5498,4,"WW",98874
"trekjes","W",587.5384615,45,7,"N",163011
"trekken","W",555.8421053,3588,7,"WW",347573
"trekkend","W",626.0810811,9,8,"WW",348785
"trekker","W",566.7368421,634,7,"N",272548
"trekkers","W",660.4857143,20,8,"N",301722
"trekt","W",563.7948718,1733,5,"WW",133795
"trema","W",770.6296296,1,5,"N",99360
"trend","W",609.4102564,58,5,"N",297359
"trends","W",595.8648649,10,6,"N",308832
"treuren","W",618.8055556,121,7,"WW",361290
"treurig","W",625.8108108,267,7,"ADJ",157949
"treurnis","W",787.2857143,7,8,"N",161340
"treurwilg","W",751,3,9,"N",127990
"triest","W",556.0540541,766,6,"ADJ",209700
"trieste","W",747.6176471,256,7,"ADJ",313193
"triestig","W",596.7567568,48,8,"ADJ",237834
"trilde","W",583.6315789,32,6,"WW",216243
"trilden","W",603.0769231,12,7,"WW",370551
"trillend","W",578.3157895,22,8,"WW",327654
"trilling","W",620.1794872,47,8,"N",186342
"trilt","W",570.0526316,116,5,"WW",105329
"trio","W",583.1315789,90,4,"N",60512
"trio's","W",615.8823529,4,6,"N",94689
"triomf","W",678.9444444,151,6,"N",78967
"trip","W",662.7714286,402,4,"N",65046
"triplex","W",768.1923077,11,7,"N",99833
"trippen","W",669.3333333,56,7,"WW",306935
"trips","W",657.7777778,20,5,"N",96313
"troebel","W",665.1111111,33,7,"ADJ",162834
"troef","W",637.3421053,84,5,"N",87587
"troep","W",586.7368421,1770,5,"N",89500
"troepen","W",607.6111111,1107,7,"N",326128
"troeven","W",607.8055556,39,7,"N",338523
"trof","W",626.6857143,178,4,"WW",61609
"trofee","W",589.2058824,191,6,"N",164546
"troffen","W",675.8235294,67,7,"WW",285956
"trog","W",677.2666667,34,4,"N",73136
"troggen","W",817.2222222,3,7,"N",341246
"trok","W",586.8571429,1164,4,"WW",63893
"trokken","W",600.1481481,272,7,"WW",312592
"trol","W",600.6060606,76,4,"N",72533
"trollen","W",640.5882353,114,7,"N",324469
"trom","W",662.9666667,22,4,"N",69351
"trommel","W",593.2820513,81,7,"N",151107
"trommels","W",600.6153846,45,8,"N",181681
"trommen","W",684.5238095,6,7,"N",312084
"trompet","W",606.9230769,117,7,"N",142128
"tronen","W",624.0689655,8,6,"N",322679
"troon","W",585.3611111,529,5,"N",185572
"troonde","W",696.5625,1,7,"WW",296908
"troost","W",598.974359,564,6,"N",175474
"troosten","W",571.5135135,199,8,"WW",433275
"troostend","W",664.3589744,11,9,"WW",434487
"troostte","W",634.5263158,28,8,"WW",286902
"tropen","W",724.4166667,28,6,"N",307795
"tropisch","W",592.974359,48,8,"ADJ",156423
"tros","W",632.2424242,15,4,"N",90929
"trossen","W",701.9032258,50,7,"N",305786
"trots","W",559.8611111,4874,5,"ADJ",103559
"trotse","W",609.8888889,201,6,"ADJ",155475
"trottoir","W",634.2105263,56,8,"N",110927
"trottoirs","W",649.5945946,6,9,"N",140101
"trouw","W",550.0512821,2289,5,"N",66139
"trouwdag","W",619.2105263,360,8,"N",95047
