"sentiment","tweet"
"positive","@whiteguysdancin E. Only when my pain subsides enough for me to hurt myself and do it "
"positive","eating ice-cream with chocolate topping "
"positive","@Lee_Knight lmao! thanks Lee XD, would u like to join in our craziness as well lolol  ROFL come &amp; join we don't bite.. not hard anyway! ;)"
"positive","@ddlovato Bill Beckett And lovato are homies who knew! "
"positive","@TerriCook I have the same problem here .... but with rabbits   #blib"
"positive","Very happy with my new blog design - nice to see recent post and popular posts listed together, and it looks great! "
"positive","sleepover with Corey and Korey. "
"positive","Saddle Ranch Comedy night. Then back to the boy's house "
"positive","@jimmyeatworld been listening to that all morning  http://www.deezer.com/track/885843"
"positive","Good morning everyone! "
"positive","Good night and good day twitters! "
"positive","@lynj65 Thanks for the encouragement! "
"positive","@Kelly_N_Va I got your tweets!  Sorry, I was distracted by two heavenly bodies.  "
"positive","Up early for a change! (beats getting up in the afternoon) "
"positive","@devo21 I know!! I just hadn't had one in such a long time.. The goodness surprised me. "
"positive","@mikeexists waiting for your call "
"positive","may have just pulled off the greatest save in the history of tetris. Three cheers for insomnia "
"positive","I am determined to get back into baseball -- it's been 5 years since I've really watched the sport. Anyone interested in going to a game? "
"positive","just discovered tonight that her church is serving breakfast on Easter!  (I'm not sure why this is so exciting, but I suspect the baby...)"
"positive","@tweeterdiva If time permitted, even with 36,000 followers, I would @Reply everyone back who takes their time to @reply me. "
"positive","@JonathanRKnight wake up with ah Jon tweet. The Best start for my day  thx Jon love You"
"positive","@michellardi i really don't know. i think its Globe!  yeah! sana gumaling na ko para alam ko na din kung makakasama ako! )"
"positive","I have this strange desire to go to confession!!!!! "
"positive","Hi, I'm here. I've been on the phone all day long, catching up with calls, making plans, executing strategy. It's been a very good day. "
"positive","wants to go out. dragonball evolution premiere tonight! "
"positive","Is quite pleased that the weather forecast for Cyprus looks so good - not like turkey last year!! Mmmmm... Sunshine!! "
"positive","@poptopvw Cool arent they? I love them  Makes life so easy!"
"positive","@Eeoor - My pleasure! Let me know if you end up subbing, and what "
"positive","http://tinyurl.com/dcupoy if this commercial doesn't make you horny, i don't know what can! "
"positive","home - yay bought so many nice things in the city today "
"positive","@Willie_Day26 doing this damn outline for a script! Smh, hella  time consuming. Shouldn't you be taking advantage of some REST, perhaps? "
"positive"," now I'm happy "
"positive","@paul_e_wog haha, I dunno about the gay..I read it more in a Strong Bad voice. "
"positive","EXCITING! Suppose to be 75 degrees out tomorrow! YEAH!!!!  "
"positive","@dwsmillionthhug I made it in time. Just giving you a hard time "
"positive","@idjd i LOVE the hills, it's very addicting. once you get into it, you're hooked. i suggest you start watching it "
"positive","@JonathanRKnight Glad to hear that you had such a great night! You rock &amp; I hope tonight is just the 1st of many feel good shows for you! "
"positive","http://twitpic.com/2y2tq - So far, it is interesting. "
"positive","@davemcclure haha! yeah that does sound closer to it "
"positive","@MrSabur sweet, thank you "
"positive","@deon - &quot;source shine2&quot;? hahahaha... istilah yang aneh "
"positive","Ok bed time. I wish I didn't have an exam on thursday otherwise I would just go around harassing people to vote! lol. Night guys! "
"positive","no more fever! celebrating by getting into twitter! yey! "
"positive","@shalinique Booo!!! Ur just being urself...n we love it!!! "
"positive","@Bluegrass_IT That's a very good question - don't know how I did it  - I could make a few guesses, let's chat at Exeter on 7th!"
"positive","@rhonda_brown thanks for the tip on Sam's Club! "
"positive","Flickr group &quot;Things iPhoto Thinks are Faces&quot;   http://is.gd/r5il"
"positive","I missed twitter, ym, multiply and PET SOCIETY. I haven't been able to use the internet because I was quite busy for the past few days. "
"positive","@tayswift Congrats from Peru! You were/are amazing! i was speechless,thank u so much! come here someday plz, ill wait forever seriously! "
"positive","@apreezyl haay can you tell me the attendance question for personal computer tomorrow? Thanks  &lt;3"
"positive","@DolfinFan  Our picnic will be fabulous!"
"positive","@bloodandmilk Neat!  Red Cross &amp; Red Crescent-Red Lion with Sun (that one was withdrawn)--Unity, I stand with them. "
"positive","has a new bike   Happy days!"
"positive","@JonathanRKnight Don't feel pressured, none of us EXPECT a reply back, we're just happy to be able to listen to you talk  "
"positive","today felt like another fricken day out in the battlefield. but i definitely won the war this day. luv ya my frenz "
"positive","Tomorrow is my friday!  +it's a late day for me. Thank goodness. "
"positive","@Akelaa Hi sweet heart .. science &amp; cookies go hand in hand   What tweetup, hon?"
"positive","I almost want one. http://bit.ly/T8KBb    maybe "
"positive","Kumar Sanu calls current film songs 'shouting'. Well, at least singers don't shout from their noses these days  http://tr.im/imzw"
"positive","@Rachel_New  Well, I hope you have a good time, even if it is just coffee. "
"positive","@UnitZeroOne Happy birthday ! let the sun shine through your life   and you know Singapore is very sunny place ;"
"positive","@BittenbyBooks Oh good!  I'm glad you're feeling better!   I've been really good!  It'll be a crazy week though... In a good way! "
"positive","class surprised me with a bday cake in Lit class. best bday surprise in a LOOOOOONNNNG while "
"positive","@comeagainjen if you dont, neither do i "
"positive","Shoot For The Moon! Even if you miss, you'll land among the stars. "
"positive","bed time "
"positive","@aikabelle LOL yeah at least if you're watching that stuff... Don't tell anybody "
"positive","@sarahmorrmorr having a marathon now!!!!! "
"positive","had a really good day    off to do some shoppping"
"positive","Going mimis with thoughts of Shick and Gavin DeGraw songs dancing in my head. "
"positive","Over here in Germany we have no Crisis, WE ARE CRISIS   "
"positive","This is the coolest testament to Jonanthan - sitting here, deciding how we're going to change the world.   Big stuff not required.  "
"positive","Some amazing news for 5yac!! Im so stoked follow me to see what comes next  be ready"
"positive","6:37 in the morning and haven't been sleep   YAY!"
"positive","Posting a new vid.. nothing to do with weight loss just felt like vlogging.. "
"positive","@shakn if you make samosas regularly "
"positive","@JonathanRKnight A truly great place to eat is the Canteen in Ottumwa.  Loose meat hamburgers in a tiny cafe.  Everyone's friendly. "
"positive","@ientje89 aw i'm fine too thanks! yeah i miss you so much on the MFC  but hope we can talk later on today  kisses :huglove:"
"positive","Fine-tuning part of a song Maddy and I r making.  Sounding good. I feel pro. Not. Hahaha"
"positive","@alix_says, it's just like school except there's even more homework and everyone's a lot nicer (normally) "
"positive","watching &quot;The Princess Bride&quot; I want a Wesley!!! "
"positive","@iamdiddy I hate it too, but I just got back from the trainer. Go! "
"positive","@codelust the dvd is with me. will bring when we meet next "
"positive","just got bac from the lib and lol headed to bed no classes 2morrow!! yay! "
"positive","@KaciMaureen holy laundry woman! "
"positive","@ggen lol soooo new update? on my way to read it!~ "
"positive","@InnaLA_RE Is my way the right way? Yes. Is it the only &quot;right way&quot;? Um, no. Not at all. I just know what works for me and my clients. "
"positive","I have soo much to share about Rossi, but I don't want to torture you all tweetin about an 11m old baby. "
"positive","@NileyJemiLover Your Welcome Bestie Whats Up Hunz? "
"positive","YAY! found a new cuddle buddy "
"positive","keepin it real.  "
"positive","ready for nice weather, day drinking &amp; not to ever be a student again "
"positive","@JPierce Yeah, Red Dwarf alone can keep one busy for days. "
"positive","@fakeACLU it sure is  and I love that on PeopleBrowsr I have no columns limit and my groups and settings are saved in the cloud."
"positive","loves spending time with a newborn... i love you zoe!   so happy you joined us early!"
"positive","for those who are puzzled by umtweeti wam "
"positive","bars on Monday = awesome.  "
"positive","@wmmarc great interview! Glad to see it "
"positive","@bella456 Nah! You already gave me that good idea for the strawberry yogurt at Menchie's! "
"positive","@azmamakim Now I get to take Ash to and from school   Mornings will be crazy, but my kiddos will love it!"
"positive","@anaperiodista still its fun to go out there. im jealous, you were at Wrigley field though., i might have to go out there this summer "
"positive","@mydesire thanks  next time I shall be better prepared LOL"
"positive","@BuzzEdition  nite you "
"positive","@pagankinktress ah yes, I subscribe as well "
"positive","Loves the German bakeries in Sydney. Together with my imported honey it feels like home "
"positive","@little__fish guess where i live. the other side of the earth  east mesa, losiento"
"positive","@lvesckmelody .......i  watched the previews that they've been playing way too much.... it looks really bad!! Stop watching it.   haha ..."
"positive","sleeping under the stars "
"positive","@jbrotherlove I thought it was a great love story "
"positive","@ben_mayer better be. I don't wanna have to come find u and save the dog. But I would!  I'm all 4 the animals . Call off the twit police"
"positive","@JohnHays hmm, that I don't agree with entirely because I am most creative &amp; vibrant @ night for some reason...but I need 2 sleep too "
"positive","I'm melting. *sighs* Serendipity is such a sweet sweet movie. I love it. "
